# of reads,# of items in equivalence class,isoforms in equivalence class
1,4,"ENST00000640081, ENST00000638917, ENST00000640231, ENST00000640961"
1,3,"ENST00000356524, ENST00000405158, ENST00000532858"
1,9,"ENST00000638347, ENST00000640533, ENST00000638482, ENST00000640961, ENST00000639878, ENST00000350638, ENST00000379163, ENST00000638764, ENST00000639570"
1,5,"ENST00000531751, ENST00000531581, ENST00000530436, ENST00000300013, ENST00000524803"
1,15,"ENST00000379129, ENST00000379132, ENST00000638914, ENST00000640975, ENST00000639916, ENST00000638685, ENST00000379107, ENST00000640368, ENST00000639409, ENST00000606377, ENST00000419022, ENST00000640610, ENST00000643871, ENST00000639386, ENST00000379109"
1,2,"ENST00000278222, ENST00000524555"
1,4,"ENST00000256733, ENST00000528349, ENST00000414546, ENST00000524555"
1,2,"ENST00000640533, ENST00000638482"
1,7,"ENST00000527121, ENST00000396751, ENST00000526114, ENST00000299421, ENST00000526318, ENST00000537806, ENST00000420936"
1,9,"ENST00000431279, ENST00000315204, ENST00000534493, ENST00000396672, ENST00000422559, ENST00000418597, ENST00000447869, ENST00000457885, ENST00000687296"
1,5,"ENST00000638184, ENST00000350638, ENST00000640081, ENST00000638917, ENST00000640961"
1,14,"ENST00000474374, ENST00000640231, ENST00000640081, ENST00000640533, ENST00000638482, ENST00000640961, ENST00000639878, ENST00000350638, ENST00000638764, ENST00000640342, ENST00000379163, ENST00000638347, ENST00000639570, ENST00000638917"
1,1,ENST00000256733
1,5,"ENST00000689650, ENST00000405158, ENST00000649195, ENST00000356524, ENST00000532858"
1,7,"ENST00000379163, ENST00000350638, ENST00000640231, ENST00000640081, ENST00000639182, ENST00000638917, ENST00000640961"
1,1,ENST00000526909
1,3,"ENST00000524763, ENST00000614442, ENST00000527199"
1,1,ENST00000414897
1,6,"ENST00000682424, ENST00000645285, ENST00000642892, ENST00000533371, ENST00000299427, ENST00000644810"
1,3,"ENST00000532326, ENST00000532788, ENST00000330243"
1,1,ENST00000683197
1,1,ENST00000684663
1,1,ENST00000634992
1,3,"ENST00000324559, ENST00000682341, ENST00000683197"
1,1,ENST00000533792
1,5,"ENST00000683411, ENST00000324559, ENST00000682341, ENST00000682530, ENST00000684663"
1,3,"ENST00000634992, ENST00000635674, ENST00000511927"
1,4,"ENST00000532434, ENST00000298925, ENST00000325319, ENST00000357134"
1,2,"ENST00000635674, ENST00000501599"
1,2,"ENST00000529903, ENST00000610573"
1,4,"ENST00000635674, ENST00000636011, ENST00000501599, ENST00000542172"
1,2,"ENST00000525188, ENST00000330796"
1,1,ENST00000280734
1,1,ENST00000278314
1,1,ENST00000396166
1,5,"ENST00000396166, ENST00000358540, ENST00000396168, ENST00000396170, ENST00000477854"
1,5,"ENST00000397542, ENST00000674088, ENST00000349570, ENST00000531177, ENST00000358353"
1,3,"ENST00000647251, ENST00000440480, ENST00000380725"
1,6,"ENST00000531058, ENST00000532505, ENST00000443524, ENST00000451739, ENST00000419348, ENST00000532081"
1,4,"ENST00000534409, ENST00000684215, ENST00000684123, ENST00000530081"
1,1,ENST00000533783
1,5,"ENST00000397542, ENST00000674088, ENST00000349570, ENST00000358353, ENST00000531088"
1,2,"ENST00000528947, ENST00000684123"
1,3,"ENST00000329293, ENST00000534244, ENST00000528758"
1,3,"ENST00000531058, ENST00000451739, ENST00000532081"
1,7,"ENST00000397542, ENST00000674088, ENST00000534311, ENST00000526077, ENST00000349570, ENST00000358353, ENST00000531088"
1,2,"ENST00000329293, ENST00000534244"
1,1,ENST00000524820
1,1,ENST00000534552
1,1,ENST00000278319
1,2,"ENST00000610573, ENST00000278319"
1,4,"ENST00000414822, ENST00000440480, ENST00000430149, ENST00000380725"
1,1,ENST00000634721
1,11,"ENST00000531348, ENST00000614442, ENST00000650127, ENST00000533500, ENST00000526909, ENST00000524763, ENST00000530636, ENST00000533256, ENST00000318562, ENST00000534755, ENST00000527199"
1,2,"ENST00000380996, ENST00000380992"
1,2,"ENST00000634973, ENST00000634627"
1,4,"ENST00000524763, ENST00000614442, ENST00000650127, ENST00000527199"
1,1,ENST00000532947
1,8,"ENST00000303459, ENST00000532947, ENST00000407364, ENST00000634627, ENST00000451385, ENST00000634973, ENST00000406787, ENST00000403099"
1,5,"ENST00000634973, ENST00000406787, ENST00000407364, ENST00000634627, ENST00000451385"
1,1,ENST00000529717
1,1,ENST00000689835
1,7,"ENST00000686001, ENST00000690068, ENST00000683307, ENST00000692634, ENST00000382409, ENST00000527170, ENST00000687329"
1,1,ENST00000531754
1,1,ENST00000625099
1,1,ENST00000641169
1,3,"ENST00000440813, ENST00000435795, ENST00000380992"
1,2,"ENST00000439476, ENST00000525528"
1,2,"ENST00000580814, ENST00000536719"
1,3,"ENST00000480977, ENST00000389858, ENST00000379214"
1,1,ENST00000317834
1,1,ENST00000636097
1,2,"ENST00000280467, ENST00000396005"
1,2,"ENST00000686001, ENST00000685854"
1,4,"ENST00000251968, ENST00000580814, ENST00000536719, ENST00000584526"
1,4,"ENST00000436318, ENST00000529533, ENST00000281268, ENST00000455601"
1,11,"ENST00000530813, ENST00000686001, ENST00000685854, ENST00000690068, ENST00000382409, ENST00000527170, ENST00000689835, ENST00000683307, ENST00000529717, ENST00000692634, ENST00000687329"
1,3,"ENST00000336930, ENST00000533227, ENST00000620308"
1,4,"ENST00000683307, ENST00000685854, ENST00000527170, ENST00000382409"
1,1,ENST00000533363
1,1,ENST00000532265
1,1,ENST00000525920
1,1,ENST00000397582
1,1,ENST00000265965
1,5,"ENST00000342245, ENST00000530395, ENST00000534405, ENST00000533123, ENST00000527275"
1,15,"ENST00000526757, ENST00000532734, ENST00000530580, ENST00000527510, ENST00000526099, ENST00000528196, ENST00000534127, ENST00000313726, ENST00000530593, ENST00000530991, ENST00000626808, ENST00000533020, ENST00000526057, ENST00000528527, ENST00000530438"
1,3,"ENST00000524486, ENST00000525028, ENST00000411829"
1,3,"ENST00000397614, ENST00000397615, ENST00000527485"
1,10,"ENST00000534797, ENST00000525701, ENST00000397614, ENST00000529306, ENST00000397615, ENST00000532055, ENST00000533410, ENST00000527485, ENST00000354420, ENST00000356187"
1,14,"ENST00000526757, ENST00000532734, ENST00000531060, ENST00000526099, ENST00000528196, ENST00000534127, ENST00000313726, ENST00000530593, ENST00000530991, ENST00000626808, ENST00000533020, ENST00000526057, ENST00000528527, ENST00000530438"
1,7,"ENST00000313726, ENST00000526757, ENST00000530991, ENST00000526099, ENST00000530438, ENST00000533020, ENST00000534127"
1,1,ENST00000525763
1,9,"ENST00000526757, ENST00000532734, ENST00000526099, ENST00000530338, ENST00000534127, ENST00000313726, ENST00000530991, ENST00000533020, ENST00000530438"
1,1,ENST00000534312
1,6,"ENST00000355661, ENST00000531066, ENST00000636090, ENST00000636113, ENST00000530489, ENST00000525581"
1,1,ENST00000636090
1,3,"ENST00000636090, ENST00000637162, ENST00000531066"
1,12,"ENST00000526757, ENST00000532734, ENST00000531060, ENST00000526099, ENST00000534127, ENST00000313726, ENST00000530593, ENST00000530991, ENST00000626808, ENST00000533020, ENST00000530438, ENST00000528527"
1,11,"ENST00000526757, ENST00000532734, ENST00000526099, ENST00000534127, ENST00000313726, ENST00000530593, ENST00000530991, ENST00000626808, ENST00000533020, ENST00000530438, ENST00000528527"
1,9,"ENST00000608704, ENST00000529519, ENST00000311051, ENST00000608394, ENST00000608655, ENST00000299402, ENST00000608645, ENST00000609331, ENST00000609360"
1,10,"ENST00000530885, ENST00000608704, ENST00000529519, ENST00000311051, ENST00000608394, ENST00000608655, ENST00000299402, ENST00000608645, ENST00000609331, ENST00000609360"
1,4,"ENST00000636113, ENST00000530489, ENST00000532079, ENST00000355661"
1,4,"ENST00000636113, ENST00000530489, ENST00000355661, ENST00000531066"
1,3,"ENST00000531066, ENST00000528376, ENST00000355661"
1,4,"ENST00000637162, ENST00000531066, ENST00000528376, ENST00000355661"
1,12,"ENST00000530885, ENST00000608704, ENST00000529519, ENST00000608435, ENST00000311051, ENST00000608394, ENST00000608655, ENST00000299402, ENST00000608645, ENST00000609331, ENST00000529890, ENST00000609360"
1,4,"ENST00000524827, ENST00000431742, ENST00000438862, ENST00000524556"
1,6,"ENST00000323959, ENST00000524775, ENST00000524827, ENST00000524556, ENST00000431742, ENST00000438862"
1,6,"ENST00000536344, ENST00000345851, ENST00000529529, ENST00000359518, ENST00000528227, ENST00000525074"
1,1,ENST00000432093
1,2,"ENST00000528962, ENST00000527661"
1,1,ENST00000530360
1,3,"ENST00000527734, ENST00000529351, ENST00000531514"
1,7,"ENST00000527619, ENST00000396356, ENST00000528429, ENST00000528252, ENST00000683767, ENST00000655819, ENST00000316399"
1,5,"ENST00000530161, ENST00000424273, ENST00000379556, ENST00000525218, ENST00000379554"
1,5,"ENST00000530161, ENST00000424273, ENST00000379556, ENST00000379554, ENST00000528567"
1,19,"ENST00000526241, ENST00000530959, ENST00000527347, ENST00000527516, ENST00000524757, ENST00000533580, ENST00000533471, ENST00000533016, ENST00000528523, ENST00000530938, ENST00000526155, ENST00000534248, ENST00000534127, ENST00000313726, ENST00000533681, ENST00000526828, ENST00000527473, ENST00000527392, ENST00000527930"
1,6,"ENST00000397632, ENST00000431843, ENST00000531205, ENST00000528058, ENST00000332725, ENST00000530494"
1,1,ENST00000528209
1,6,"ENST00000532927, ENST00000265651, ENST00000448981, ENST00000534136, ENST00000529137, ENST00000526785"
1,1,ENST00000641377
1,1,ENST00000529876
1,2,"ENST00000317093, ENST00000641181"
1,2,"ENST00000450448, ENST00000528542"
1,1,ENST00000528542
1,1,ENST00000421485
1,4,"ENST00000330728, ENST00000641835, ENST00000641279, ENST00000641156"
1,7,"ENST00000330728, ENST00000641938, ENST00000641835, ENST00000641279, ENST00000641423, ENST00000641900, ENST00000641156"
1,1,ENST00000406638
1,3,"ENST00000641938, ENST00000641423, ENST00000641900"
1,20,"ENST00000526241, ENST00000530959, ENST00000527347, ENST00000527516, ENST00000524757, ENST00000533580, ENST00000533471, ENST00000533016, ENST00000528523, ENST00000530938, ENST00000525169, ENST00000526155, ENST00000534248, ENST00000534127, ENST00000313726, ENST00000533681, ENST00000526828, ENST00000527473, ENST00000527392, ENST00000527930"
1,6,"ENST00000525502, ENST00000354599, ENST00000399602, ENST00000528796, ENST00000530643, ENST00000533036"
1,32,"ENST00000531578, ENST00000533471, ENST00000533016, ENST00000532734, ENST00000531093, ENST00000530580, ENST00000527510, ENST00000530938, ENST00000526155, ENST00000525169, ENST00000534248, ENST00000534127, ENST00000313726, ENST00000534665, ENST00000530438, ENST00000526757, ENST00000533225, ENST00000528196, ENST00000526241, ENST00000530959, ENST00000527347, ENST00000527516, ENST00000524757, ENST00000626808, ENST00000533580, ENST00000526126, ENST00000528523, ENST00000533681, ENST00000526828, ENST00000527473, ENST00000527392, ENST00000527930"
1,1,ENST00000316375
1,1,ENST00000652086
1,3,"ENST00000526126, ENST00000525169, ENST00000530938"
1,7,"ENST00000526828, ENST00000533225, ENST00000530938, ENST00000526126, ENST00000527392, ENST00000525169, ENST00000530959"
1,17,"ENST00000526757, ENST00000533225, ENST00000531578, ENST00000530959, ENST00000527347, ENST00000527516, ENST00000524757, ENST00000526126, ENST00000533471, ENST00000526155, ENST00000525169, ENST00000534248, ENST00000534127, ENST00000526828, ENST00000527473, ENST00000534665, ENST00000527392"
1,8,"ENST00000395850, ENST00000642928, ENST00000652678, ENST00000426650, ENST00000415002, ENST00000525763, ENST00000652086, ENST00000533403"
1,1,ENST00000397614
1,3,"ENST00000313726, ENST00000530438, ENST00000527510"
1,5,"ENST00000349880, ENST00000533917, ENST00000396085, ENST00000360655, ENST00000525322"
1,2,"ENST00000523376, ENST00000324229"
1,1,ENST00000534405
1,3,"ENST00000424273, ENST00000379556, ENST00000379554"
1,3,"ENST00000359518, ENST00000345851, ENST00000536344"
1,3,"ENST00000359518, ENST00000528227, ENST00000529529"
1,3,"ENST00000423813, ENST00000614314, ENST00000445086"
1,1,ENST00000644261
1,5,"ENST00000339994, ENST00000528731, ENST00000526912, ENST00000682764, ENST00000682350"
1,38,"ENST00000684555, ENST00000646276, ENST00000682288, ENST00000646207, ENST00000682204, ENST00000684288, ENST00000644772, ENST00000683725, ENST00000643562, ENST00000527905, ENST00000644484, ENST00000684593, ENST00000684571, ENST00000643260, ENST00000682965, ENST00000646902, ENST00000645884, ENST00000645744, ENST00000644757, ENST00000642902, ENST00000644472, ENST00000647013, ENST00000682140, ENST00000646003, ENST00000642271, ENST00000684711, ENST00000683456, ENST00000389817, ENST00000646993, ENST00000644675, ENST00000683136, ENST00000683562, ENST00000302539, ENST00000647086, ENST00000644542, ENST00000532728, ENST00000647158, ENST00000647015"
1,1,ENST00000397596
1,4,"ENST00000278224, ENST00000529772, ENST00000527330, ENST00000397111"
1,2,"ENST00000531387, ENST00000397111"
1,37,"ENST00000684555, ENST00000646276, ENST00000682288, ENST00000684288, ENST00000682204, ENST00000642579, ENST00000644772, ENST00000683725, ENST00000643562, ENST00000645076, ENST00000644484, ENST00000684593, ENST00000684571, ENST00000643260, ENST00000682965, ENST00000646592, ENST00000646902, ENST00000645760, ENST00000645884, ENST00000642902, ENST00000647013, ENST00000644447, ENST00000682140, ENST00000642271, ENST00000684711, ENST00000683456, ENST00000389817, ENST00000646993, ENST00000644675, ENST00000643925, ENST00000683136, ENST00000683562, ENST00000302539, ENST00000647086, ENST00000644542, ENST00000647158, ENST00000647015"
1,2,"ENST00000644772, ENST00000643562"
1,34,"ENST00000684555, ENST00000682288, ENST00000647158, ENST00000684288, ENST00000682204, ENST00000644772, ENST00000683725, ENST00000643562, ENST00000527905, ENST00000644484, ENST00000684593, ENST00000684571, ENST00000643260, ENST00000682965, ENST00000646902, ENST00000645884, ENST00000642902, ENST00000647013, ENST00000682140, ENST00000646003, ENST00000642271, ENST00000684711, ENST00000683456, ENST00000389817, ENST00000646993, ENST00000644675, ENST00000683136, ENST00000644649, ENST00000683562, ENST00000302539, ENST00000647086, ENST00000644542, ENST00000645076, ENST00000647015"
1,1,ENST00000646737
1,7,"ENST00000640909, ENST00000379472, ENST00000265969, ENST00000639325, ENST00000675775, ENST00000639495, ENST00000640318"
1,2,"ENST00000639495, ENST00000640461"
1,2,"ENST00000640909, ENST00000640461"
1,1,ENST00000534372
1,3,"ENST00000528968, ENST00000534372, ENST00000531291"
1,6,"ENST00000612299, ENST00000446063, ENST00000451520, ENST00000182290, ENST00000339046, ENST00000381117"
1,1,ENST00000526360
1,1,ENST00000358872
1,3,"ENST00000526115, ENST00000534372, ENST00000530064"
1,1,ENST00000315204
1,5,"ENST00000414138, ENST00000397583, ENST00000531112, ENST00000397582, ENST00000431809"
1,15,"ENST00000527723, ENST00000526152, ENST00000532484, ENST00000320230, ENST00000481290, ENST00000533385, ENST00000529351, ENST00000628067, ENST00000625419, ENST00000531534, ENST00000531214, ENST00000531514, ENST00000531437, ENST00000627843, ENST00000528606"
1,11,"ENST00000530613, ENST00000527494, ENST00000265965, ENST00000532546, ENST00000532265, ENST00000532389, ENST00000525920, ENST00000525422, ENST00000529151, ENST00000529728, ENST00000528200"
1,6,"ENST00000265965, ENST00000532546, ENST00000533241, ENST00000529151, ENST00000529728, ENST00000525422"
1,8,"ENST00000448076, ENST00000651459, ENST00000452863, ENST00000332351, ENST00000530998, ENST00000640146, ENST00000379079, ENST00000379077"
1,2,"ENST00000379079, ENST00000530998"
1,9,"ENST00000448076, ENST00000639563, ENST00000452863, ENST00000527882, ENST00000332351, ENST00000530998, ENST00000640146, ENST00000379079, ENST00000379077"
1,8,"ENST00000530613, ENST00000527494, ENST00000265965, ENST00000532265, ENST00000532389, ENST00000525422, ENST00000529728, ENST00000528200"
1,1,ENST00000527337
1,2,"ENST00000254616, ENST00000640959"
1,1,ENST00000524711
1,2,"ENST00000533645, ENST00000691414"
1,10,"ENST00000323688, ENST00000533773, ENST00000533738, ENST00000530527, ENST00000526120, ENST00000533926, ENST00000531172, ENST00000529313, ENST00000646648, ENST00000529010"
1,8,"ENST00000525701, ENST00000529115, ENST00000397604, ENST00000533410, ENST00000354420, ENST00000531149, ENST00000524464, ENST00000356187"
1,16,"ENST00000527723, ENST00000526152, ENST00000532484, ENST00000320230, ENST00000529351, ENST00000531534, ENST00000531214, ENST00000531437, ENST00000627843, ENST00000481290, ENST00000533385, ENST00000527734, ENST00000628067, ENST00000625419, ENST00000531514, ENST00000528606"
1,5,"ENST00000381589, ENST00000381557, ENST00000278317, ENST00000381579, ENST00000381558"
1,1,ENST00000528898
1,6,"ENST00000527661, ENST00000530419, ENST00000432887, ENST00000334274, ENST00000531632, ENST00000528107"
1,11,"ENST00000397304, ENST00000278317, ENST00000641119, ENST00000381563, ENST00000641787, ENST00000381557, ENST00000344578, ENST00000397301, ENST00000381589, ENST00000641225, ENST00000381558"
1,1,ENST00000381519
1,18,"ENST00000527723, ENST00000532484, ENST00000320230, ENST00000528936, ENST00000529351, ENST00000530360, ENST00000531534, ENST00000531214, ENST00000456706, ENST00000627843, ENST00000533385, ENST00000481290, ENST00000527734, ENST00000629634, ENST00000628067, ENST00000625419, ENST00000531514, ENST00000528606"
1,1,ENST00000381514
1,2,"ENST00000397294, ENST00000397297"
1,6,"ENST00000528898, ENST00000527661, ENST00000530419, ENST00000528107, ENST00000334274, ENST00000531632"
1,2,"ENST00000423813, ENST00000614314"
1,14,"ENST00000527723, ENST00000320230, ENST00000481290, ENST00000528936, ENST00000527734, ENST00000529351, ENST00000629634, ENST00000628067, ENST00000530360, ENST00000531534, ENST00000531214, ENST00000531514, ENST00000456706, ENST00000627843"
1,11,"ENST00000534797, ENST00000397614, ENST00000529306, ENST00000397615, ENST00000397604, ENST00000533410, ENST00000527485, ENST00000354420, ENST00000529368, ENST00000438658, ENST00000356187"
1,2,"ENST00000612299, ENST00000381117"
1,1,ENST00000529772
1,1,ENST00000640959
1,1,ENST00000529306
1,2,"ENST00000531632, ENST00000530419"
1,1,ENST00000380525
1,7,"ENST00000525701, ENST00000529115, ENST00000531149, ENST00000356187, ENST00000524464, ENST00000397604, ENST00000354420"
